sample_id,cluster
0,0
1,2
2,0
3,0
4,0
5,1
6,2
7,3
8,2
9,3
10,3
11,0
12,3
13,0
14,0
15,3
16,2
17,3
18,0
19,1
20,2
21,3
22,2
23,0
24,1
25,2
26,1
27,1
28,2
29,1
30,1
31,0
32,1
33,0
34,1
35,0
36,0
37,0
38,1
39,1
40,1
41,2
42,2
43,2
44,2
45,2
46,1
47,2
48,3
49,2
50,3
51,3
52,1
53,2
54,0
55,0
56,0
57,0
58,1
59,0
60,1
61,0
62,3
63,0
64,3
65,0
66,0
67,1
68,1
69,0
70,1
71,0
72,0
73,3
74,1
75,3
76,0
77,3
78,3
79,3
80,1
81,2
82,1
83,2
84,1
85,0
86,1
87,0
88,0
89,0
90,1
91,0
92,1
93,3
94,1
95,0
96,1
97,0
98,0
99,0
100,1
101,2
102,2
103,0
104,1
105,0
106,1
107,2
108,0
109,1
110,1
111,1
112,0
113,2
114,0
115,2
116,1
117,2
118,2
119,0
120,2
121,0
122,0
123,1
124,0
125,3
126,1
127,3
128,0
129,1
130,1
131,3
132,3
133,0
134,1
135,2
136,2
137,1
138,3
139,1
140,3
141,1
142,3
143,3
144,2
145,1
146,0
147,0
148,3
149,0
150,2
151,0
152,3
153,2
154,1
155,3
156,0
157,3
158,2
159,2
160,0
161,2
162,1
163,2
164,3
165,0
166,1
167,0
168,0
169,0
170,1
171,0
172,0
173,0
174,2
175,0
176,3
177,0
178,3
179,2
180,3
181,0
182,3
183,0
184,3
185,3
186,3
187,0
188,3
189,1
190,3
191,2
192,3
193,2
194,3
195,2
196,3
197,2
198,1
199,1
200,1
201,3
202,1
203,3
204,2
205,1
206,1
207,3
208,3
209,3
210,0
211,3
212,1
213,0
214,1
215,1
216,0
217,3
218,0
219,0
220,1
221,0
222,0
223,0
224,0
225,0
226,1
227,0
228,1
229,2
230,0
231,3
232,1
233,2
234,1
235,2
236,1
237,0
238,2
239,0
240,0
241,0
242,0
243,3
244,0
245,1
246,1
247,0
248,1
249,0
250,3
251,1
252,0
253,2
254,1
255,3
256,0
257,3
258,0
259,3
260,3
261,3
262,0
263,3
264,0
265,1
266,0
267,3
268,1
269,0
270,0
271,0
272,0
273,2
274,3
275,1
276,0
277,3
278,0
279,1
280,0
281,0
282,3
283,0
284,1
285,0
286,3
287,2
288,3
289,0
290,0
291,0
292,3
293,3
294,1
295,0
296,1
297,2
298,3
299,1
300,1
301,1
302,3
303,3
304,1
305,0
306,0
307,0
308,3
309,0
310,0
311,0
312,0
313,2
314,3
315,2
316,1
317,1
318,3
319,0
320,3
321,3
322,0
323,3
324,0
325,3
326,1
327,2
328,1
329,0
330,3
331,2
332,1
333,0
334,1
335,0
336,3
337,2
338,3
339,0
340,1
341,0
342,1
343,0
344,0
345,0
346,0
347,1
348,3
349,1
350,3
351,1
352,3
353,1
354,3
355,1
356,3
357,1
358,3
359,1
360,3
361,1
362,3
363,1
364,3
365,0
366,3
367,1
368,3
369,0
370,3
371,0
372,1
373,1
374,3
375,0
376,3
377,1
378,3
379,1
380,3
381,3
382,3
383,3
384,3
385,3
386,1
387,3
388,3
389,1
390,3
391,1
392,3
393,0
394,3
395,1
396,3
397,1
398,3
399,3
400,3
401,0
402,3
403,1
404,0
405,2
406,3
407,1
408,3
409,1
410,3
411,1
412,0
413,0
414,3
415,1
416,3
417,0
418,3
419,1
420,3
421,2
422,0
423,1
424,3
425,1
426,0
427,1
428,2
429,3
430,3
431,0
432,0
433,2
434,1
435,3
436,1
437,3
438,0
439,3
440,3
441,3
442,1
443,3
444,1
445,3
446,0
447,3
448,3
449,3
450,0
451,3
452,3
453,3
454,0
455,3
456,0
457,3
458,1
459,3
460,3
461,0
462,3
463,3
464,3
465,0
466,1
467,3
468,1
469,0
470,3
471,0
472,3
473,0
474,0
475,0
476,3
477,0
478,3
479,3
480,3
481,1
482,3
483,0
484,3
485,0
486,3
487,0
488,3
489,3
490,3
491,0
492,3
493,1
494,3
495,0
496,3
497,3
498,3
499,0
500,3
501,0
502,2
503,3
504,0
505,3
506,1
507,3
508,0
509,3
510,3
511,0
512,1
513,0
514,1
515,0
516,0
517,1
518,0
519,1
520,0
521,1
522,3
523,1
524,3
525,1
526,3
527,1
528,3
529,0
530,3
531,1
532,3
533,1
534,0
535,3
536,3
537,3
538,3
539,3
540,0
541,1
542,0
543,0
544,0
545,1
546,0
547,0
548,0
549,0
550,3
551,0
552,0
553,1
554,3
555,0
556,3
557,3
558,2
559,0
560,2
561,0
562,2
563,3
564,1
565,3
566,2
567,0
568,0
569,3
570,2
571,0
572,2
573,3
574,0
575,0
576,2
577,0
578,2
579,0
580,1
581,0
582,2
583,0
584,2
585,0
586,2
587,3
588,2
589,3
590,2
591,3
592,2
593,1
594,2
595,1
596,2
597,3
598,3
599,2
600,2
601,2
602,1
603,2
604,0
605,2
606,3
607,1
608,2
609,2
610,1
611,2
612,3
613,2
614,1
615,2
616,3
617,2
618,2
619,1
620,1
621,2
622,0
623,1
624,1
625,2
626,3
627,2
628,2
629,1
630,3
631,2
632,3
633,2
634,3
635,2
636,3
637,2
638,3
639,2
640,3
641,0
642,3
643,1
644,3
645,2
646,3
647,0
648,3
649,1
650,3
651,1
652,0
653,1
654,1
655,3
656,2
657,3
658,0
659,2
660,2
661,3
662,0
663,3
664,3
665,0
666,3
667,0
668,3
669,2
670,3
671,2
672,1
673,0
674,3
675,2
676,3
677,2
678,3
679,2
680,0
681,0
682,3
683,2
684,3
685,0
686,1
687,2
688,3
689,2
690,3
691,0
692,1
693,0
694,1
695,2
696,1
697,1
698,3
699,1
700,3
701,2
702,0
703,0
704,3
705,2
706,3
707,3
708,0
709,3
710,0
711,0
712,0
713,3
714,0
715,3
716,2
717,0
718,3
719,3
720,2
721,0
722,2
723,3
724,1
725,3
726,2
727,3
728,1
729,3
730,3
731,0
732,1
733,3
734,2
735,1
736,0
737,3
738,0
739,3
740,3
741,3
742,3
743,3
744,1
745,3
746,2
747,3
748,2
749,3
750,1
751,1
752,2
753,0
754,2
755,1
756,3
757,0
758,2
759,3
760,0
761,3
762,2
763,0
764,2
765,3
766,0
767,3
768,2
769,0
770,2
771,3
772,2
773,3
774,2
775,3
776,2
777,3
778,3
779,1
780,0
781,2
782,2
783,3
784,2
785,3
786,1
787,3
788,2
789,3
790,1
791,0
792,3
793,3
794,2
795,3
796,3
797,3
798,1
799,1
800,0
801,0
802,2
803,2
804,3
805,2
806,3
807,0
808,3
809,0
810,0
811,0
812,2
813,2
814,2
815,0
816,2
817,3
818,0
819,3
820,3
821,0
822,2
823,1
824,2
825,1
826,2
827,0
828,2
829,0
830,2
831,3
832,1
833,3
834,0
835,3
836,2
837,3
838,2
839,3
840,2
841,0
842,2
843,3
844,2
845,3
846,0
847,3
848,2
849,2
850,2
851,3
852,2
853,0
854,2
855,3
856,2
857,3
858,2
859,3
860,0
861,3
862,3
863,3
864,3
865,3
866,3
867,1
868,3
869,1
870,3
871,3
872,3
873,3
874,2
875,3
876,3
877,3
878,3
879,3
880,3
881,1
882,3
883,3
884,3
885,3
886,1
887,3
888,1
889,3
890,1
891,3
892,1
893,3
894,1
895,3
896,1
897,3
898,0
899,3
900,3
901,3
902,1
903,3
904,1
905,0
906,1
907,3
908,3
909,3
910,3
911,3
912,3
913,3
914,3
915,1
916,0
917,1
918,0
919,3
920,0
921,1
922,3
923,3
924,3
925,3
926,1
927,3
928,1
929,0
930,1
931,3
932,1
933,3
934,2
935,3
936,3
937,3
938,3
939,0
940,2
941,3
942,2
943,1
944,2
945,1
946,2
947,3
948,2
949,3
950,2
951,3
952,2
953,3
954,2
955,3
956,3
957,3
958,2
959,2
960,2
961,0
962,1
963,3
964,1
965,1
966,3
967,3
968,3
969,0
970,2
971,1
972,2
973,0
974,2
975,3
976,2
977,3
978,2
979,0
980,3
981,3
982,2
983,3
984,2
985,3
986,2
987,3
988,2
989,0
990,2
991,3
992,2
993,3
994,2
995,3
996,2
997,3
998,0
999,3
1000,2
1001,3
1002,3
1003,0
1004,0
1005,3
1006,0
1007,0
1008,3
1009,3
1010,2
1011,3
1012,1
1013,3
1014,0
1015,3
1016,1
1017,3
1018,2
1019,3
1020,2
1021,3
1022,2
1023,3
1024,2
1025,3
1026,0
1027,3
1028,2
1029,0
1030,2
1031,3
1032,2
1033,3
1034,3
1035,3
1036,2
1037,3
1038,2
1039,3
1040,2
1041,0
1042,0
1043,0
1044,0
1045,0
1046,2
1047,0
1048,1
1049,0
1050,0
1051,0
1052,0
1053,1
1054,1
1055,0
1056,0
1057,0
1058,0
1059,0
1060,2
1061,1
1062,2
1063,0
1064,2
1065,1
1066,2
1067,0
1068,0
1069,0
1070,0
1071,0
1072,1
1073,3
1074,2
1075,1
1076,1
1077,0
1078,0
1079,0
1080,2
1081,0
1082,1
1083,2
1084,0
1085,0
1086,0
1087,0
1088,2
1089,0
1090,1
1091,2
1092,0
1093,3
1094,1
1095,0
1096,0
1097,1
1098,0
1099,1
1100,3
1101,0
1102,0
1103,0
1104,0
1105,1
1106,0
1107,1
1108,1
1109,1
1110,0
1111,1
1112,0
1113,1
1114,0
1115,3
1116,0
1117,2
1118,0
1119,3
1120,0
1121,2
1122,3
1123,1
1124,0
1125,0
1126,2
1127,0
1128,1
1129,0
1130,2
1131,3
1132,1
1133,0
1134,1
1135,0
1136,0
1137,3
1138,0
1139,0
1140,2
1141,0
1142,3
1143,0
1144,1
1145,2
1146,0
1147,0
1148,0
1149,2
1150,3
1151,0
1152,3
1153,0
1154,0
1155,2
1156,0
1157,3
1158,3
1159,3
1160,0
1161,2
1162,3
1163,1
1164,0
1165,1
1166,0
1167,2
1168,3
1169,2
1170,0
1171,3
1172,0
1173,3
1174,0
1175,3
1176,0
1177,3
1178,0
1179,3
1180,0
1181,1
1182,1
1183,3
1184,3
1185,2
1186,0
1187,2
1188,0
1189,2
1190,3
1191,2
1192,0
1193,3
1194,0
1195,2
1196,1
1197,3
1198,0
1199,3
1200,0
1201,0
1202,3
1203,3
1204,0
1205,2
1206,1
1207,3
1208,0
1209,3
1210,0
1211,1
1212,0
1213,0
1214,0
1215,1
1216,0
1217,1
1218,1
1219,3
1220,0
1221,2
1222,0
1223,0
1224,1
1225,3
1226,3
1227,3
1228,1
1229,3
1230,1
1231,1
1232,1
1233,1
