sample_id,cluster
0,1
1,1
2,0
3,1
4,0
5,0
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,0
19,0
20,1
21,1
22,1
23,1
24,0
25,1
26,0
27,0
28,1
29,0
30,0
31,0
32,0
33,1
34,0
35,1
36,0
37,0
38,0
39,0
40,0
41,1
42,1
43,1
44,1
45,1
46,0
47,1
48,1
49,1
50,1
51,1
52,0
53,1
54,0
55,0
56,1
57,0
58,0
59,0
60,0
61,0
62,1
63,1
64,1
65,0
66,0
67,0
68,0
69,1
70,0
71,1
72,0
73,1
74,0
75,1
76,0
77,1
78,1
79,1
80,0
81,1
82,0
83,1
84,0
85,1
86,0
87,1
88,0
89,1
90,0
91,1
92,0
93,1
94,0
95,1
96,0
97,1
98,0
99,1
100,0
101,1
102,1
103,1
104,0
105,1
106,0
107,1
108,0
109,0
110,0
111,0
112,0
113,1
114,0
115,1
116,0
117,1
118,1
119,0
120,1
121,1
122,0
123,0
124,0
125,1
126,0
127,1
128,1
129,0
130,0
131,1
132,1
133,1
134,0
135,1
136,1
137,0
138,1
139,0
140,1
141,0
142,1
143,1
144,1
145,0
146,1
147,0
148,1
149,0
150,1
151,0
152,1
153,1
154,0
155,0
156,1
157,1
158,1
159,1
160,0
161,1
162,0
163,1
164,1
165,1
166,0
167,1
168,1
169,1
170,0
171,1
172,0
173,1
174,1
175,1
176,0
177,1
178,1
179,1
180,0
181,1
182,1
183,1
184,0
185,0
186,0
187,1
188,1
189,0
190,1
191,0
192,0
193,1
194,1
195,0
196,0
197,1
198,0
199,0
200,0
201,0
202,0
203,0
204,1
205,0
206,0
207,1
208,1
209,1
210,0
211,1
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,1
220,0
221,1
222,0
223,1
224,0
225,0
226,0
227,1
228,0
229,1
230,0
231,1
232,0
233,1
234,0
235,1
236,0
237,1
238,0
239,1
240,1
241,1
242,1
243,1
244,1
245,0
246,0
247,0
248,0
249,0
250,1
251,0
252,1
253,1
254,0
255,1
256,1
257,0
258,0
259,1
260,1
261,1
262,0
263,1
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,1
272,1
273,1
274,1
275,0
276,1
277,0
278,0
279,0
280,1
281,1
282,1
283,0
284,0
285,0
286,1
287,1
288,0
289,0
290,0
291,0
292,1
293,1
294,0
295,0
296,0
297,1
298,0
299,0
300,0
301,0
302,1
303,0
304,0
305,0
306,1
307,0
308,1
309,1
310,1
311,1
312,0
313,1
314,0
315,1
316,0
317,0
318,0
319,1
320,1
321,1
322,0
323,1
324,0
325,1
326,0
327,1
328,0
329,0
330,0
331,1
332,0
333,0
334,0
335,1
336,0
337,1
338,1
339,1
340,0
341,0
342,0
343,0
344,0
345,0
346,1
347,0
348,1
349,0
350,0
351,0
352,1
353,0
354,1
355,0
356,1
357,0
358,0
359,0
360,0
361,0
362,1
363,0
364,1
365,0
366,1
367,0
368,1
369,0
370,0
371,0
372,0
373,0
374,1
375,0
376,1
377,0
378,1
379,0
380,0
381,0
382,0
383,1
384,0
385,1
386,0
387,1
388,1
389,0
390,1
391,0
392,1
393,1
394,1
395,0
396,1
397,0
398,1
399,1
400,1
401,0
402,1
403,0
404,1
405,1
406,1
407,0
408,1
409,0
410,1
411,0
412,1
413,1
414,1
415,0
416,1
417,0
418,1
419,0
420,0
421,1
422,1
423,0
424,1
425,0
426,1
427,0
428,1
429,1
430,1
431,1
432,0
433,1
434,0
435,1
436,0
437,1
438,0
439,1
440,1
441,1
442,0
443,1
444,0
445,1
446,1
447,1
448,1
449,1
450,1
451,1
452,0
453,1
454,1
455,1
456,0
457,1
458,0
459,1
460,1
461,0
462,1
463,1
464,1
465,0
466,0
467,1
468,0
469,1
470,0
471,0
472,1
473,1
474,1
475,0
476,1
477,0
478,1
479,1
480,1
481,0
482,1
483,0
484,1
485,0
486,1
487,0
488,1
489,0
490,1
491,0
492,1
493,0
494,1
495,1
496,1
497,1
498,1
499,0
500,1
501,1
502,0
503,0
504,1
505,1
506,0
507,0
508,0
509,1
510,0
511,0
512,0
513,0
514,0
515,1
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,1
525,0
526,0
527,0
528,1
529,1
530,1
531,0
532,1
533,0
534,1
535,0
536,1
537,0
538,0
539,0
540,1
541,0
542,1
543,0
544,1
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,1
557,1
558,0
559,0
560,1
561,1
562,1
563,1
564,0
565,1
566,0
567,1
568,1
569,0
570,1
571,0
572,1
573,1
574,0
575,1
576,1
577,1
578,1
579,1
580,0
581,1
582,1
583,0
584,1
585,1
586,1
587,1
588,1
589,1
590,1
591,1
592,1
593,0
594,1
595,0
596,1
597,0
598,1
599,1
600,1
601,1
602,0
603,1
604,1
605,1
606,1
607,0
608,1
609,1
610,0
611,1
612,0
613,1
614,0
615,1
616,1
617,1
618,1
619,0
620,0
621,1
622,1
623,0
624,0
625,1
626,0
627,1
628,1
629,0
630,1
631,1
632,0
633,1
634,0
635,1
636,1
637,1
638,1
639,1
640,1
641,1
642,1
643,0
644,1
645,0
646,1
647,1
648,1
649,0
650,1
651,0
652,1
653,0
654,0
655,0
656,1
657,1
658,0
659,1
660,0
661,1
662,1
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,1
671,1
672,0
673,0
674,1
675,0
676,1
677,1
678,1
679,0
680,1
681,0
682,1
683,1
684,1
685,1
686,0
687,1
688,1
689,1
690,1
691,0
692,0
693,1
694,0
695,1
696,0
697,0
698,1
699,0
700,1
701,1
702,0
703,0
704,0
705,1
706,1
707,0
708,1
709,0
710,1
711,0
712,1
713,0
714,1
715,1
716,1
717,1
718,1
719,1
720,1
721,1
722,1
723,1
724,0
725,1
726,1
727,1
728,0
729,1
730,1
731,1
732,0
733,1
734,1
735,0
736,0
737,0
738,1
739,0
740,1
741,0
742,0
743,0
744,0
745,0
746,1
747,0
748,1
749,0
750,0
751,0
752,1
753,0
754,1
755,0
756,0
757,1
758,1
759,1
760,1
761,1
762,1
763,0
764,1
765,1
766,1
767,1
768,1
769,1
770,0
771,0
772,1
773,0
774,1
775,0
776,1
777,1
778,1
779,0
780,1
781,1
782,1
783,1
784,1
785,1
786,0
787,0
788,1
789,1
790,0
791,0
792,1
793,0
794,1
795,0
796,1
797,0
798,0
799,0
800,1
801,0
802,1
803,1
804,0
805,1
806,1
807,1
808,1
809,1
810,0
811,0
