sample_id,cluster
0,6
1,1
2,5
3,6
4,6
5,2
6,1
7,4
8,1
9,4
10,4
11,0
12,0
13,0
14,6
15,2
16,1
17,6
18,2
19,5
20,1
21,4
22,1
23,4
24,2
25,5
26,2
27,2
28,1
29,2
30,2
31,6
32,2
33,6
34,2
35,6
36,6
37,2
38,2
39,2
40,2
41,4
42,5
43,5
44,1
45,5
46,2
47,1
48,0
49,1
50,4
51,1
52,2
53,1
54,6
55,6
56,1
57,6
58,2
59,2
60,2
61,2
62,4
63,6
64,4
65,6
66,6
67,2
68,2
69,4
70,2
71,6
72,2
73,4
74,2
75,4
76,6
77,4
78,4
79,4
80,2
81,4
82,2
83,5
84,2
85,6
86,2
87,6
88,6
89,5
90,2
91,6
92,2
93,4
94,2
95,6
96,2
97,6
98,5
99,4
100,5
101,1
102,5
103,6
104,2
105,6
106,2
107,1
108,6
109,2
110,2
111,2
112,0
113,1
114,2
115,5
116,2
117,1
118,1
119,2
120,1
121,6
122,2
123,2
124,6
125,0
126,2
127,4
128,6
129,2
130,2
131,0
132,4
133,6
134,2
135,1
136,1
137,2
138,4
139,2
140,4
141,0
142,4
143,4
144,1
145,2
146,4
147,5
148,1
149,5
150,1
151,5
152,4
153,4
154,2
155,4
156,6
157,4
158,5
159,4
160,2
161,1
162,2
163,1
164,4
165,6
166,2
167,6
168,6
169,6
170,4
171,6
172,5
173,6
174,1
175,6
176,2
177,6
178,0
179,1
180,2
181,6
182,0
183,6
184,2
185,2
186,0
187,5
188,2
189,2
190,0
191,2
192,2
193,1
194,1
195,2
196,2
197,5
198,2
199,2
200,2
201,2
202,2
203,0
204,1
205,2
206,2
207,0
208,0
209,4
210,6
211,4
212,2
213,6
214,2
215,2
216,2
217,2
218,6
219,6
220,2
221,6
222,6
223,6
224,2
225,6
226,2
227,6
228,2
229,1
230,6
231,4
232,2
233,1
234,2
235,1
236,2
237,5
238,5
239,6
240,4
241,6
242,1
243,1
244,6
245,2
246,2
247,6
248,2
249,6
250,0
251,2
252,6
253,1
254,2
255,0
256,6
257,2
258,6
259,0
260,0
261,0
262,6
263,4
264,6
265,2
266,6
267,4
268,2
269,6
270,2
271,6
272,6
273,1
274,4
275,2
276,1
277,0
278,6
279,2
280,6
281,6
282,1
283,0
284,2
285,2
286,0
287,1
288,2
289,0
290,2
291,6
292,0
293,4
294,2
295,6
296,2
297,1
298,2
299,2
300,2
301,2
302,4
303,4
304,2
305,6
306,6
307,6
308,2
309,6
310,6
311,0
312,6
313,1
314,0
315,1
316,2
317,2
318,0
319,6
320,4
321,4
322,6
323,4
324,6
325,4
326,2
327,0
328,2
329,0
330,2
331,6
332,2
333,6
334,2
335,5
336,2
337,5
338,1
339,6
340,2
341,6
342,2
343,5
344,0
345,2
346,0
347,2
348,4
349,2
350,4
351,2
352,4
353,2
354,4
355,2
356,4
357,2
358,4
359,2
360,4
361,2
362,4
363,2
364,4
365,2
366,4
367,2
368,4
369,2
370,4
371,6
372,2
373,2
374,4
375,2
376,0
377,2
378,0
379,2
380,2
381,0
382,2
383,1
384,2
385,4
386,2
387,4
388,4
389,2
390,4
391,2
392,4
393,1
394,4
395,2
396,4
397,2
398,4
399,0
400,4
401,6
402,4
403,2
404,4
405,1
406,4
407,2
408,4
409,2
410,4
411,2
412,6
413,5
414,4
415,2
416,4
417,6
418,4
419,2
420,4
421,2
422,4
423,2
424,4
425,2
426,6
427,2
428,1
429,4
430,4
431,6
432,6
433,5
434,2
435,4
436,2
437,4
438,2
439,4
440,4
441,4
442,2
443,4
444,2
445,4
446,6
447,4
448,2
449,4
450,0
451,4
452,0
453,4
454,6
455,4
456,4
457,4
458,2
459,4
460,4
461,2
462,4
463,0
464,4
465,6
466,2
467,4
468,2
469,6
470,4
471,6
472,4
473,6
474,4
475,2
476,4
477,6
478,4
479,4
480,4
481,2
482,4
483,6
484,4
485,6
486,4
487,6
488,4
489,4
490,4
491,2
492,4
493,2
494,4
495,6
496,4
497,4
498,4
499,6
500,0
501,6
502,2
503,2
504,6
505,0
506,2
507,2
508,2
509,0
510,0
511,6
512,2
513,6
514,2
515,6
516,6
517,2
518,6
519,2
520,2
521,2
522,0
523,2
524,0
525,2
526,4
527,2
528,0
529,6
530,0
531,2
532,0
533,2
534,0
535,2
536,0
537,0
538,0
539,0
540,6
541,2
542,6
543,6
544,6
545,2
546,6
547,6
548,6
549,2
550,0
551,2
552,0
553,2
554,2
555,6
556,4
557,0
558,1
559,6
560,1
561,6
562,1
563,0
564,2
565,0
566,2
567,6
568,0
569,2
570,1
571,6
572,1
573,0
574,6
575,6
576,1
577,0
578,1
579,6
580,2
581,0
582,1
583,6
584,1
585,6
586,1
587,0
588,1
589,0
590,1
591,1
592,1
593,2
594,1
595,2
596,1
597,4
598,4
599,1
600,1
601,1
602,2
603,1
604,6
605,1
606,4
607,2
608,1
609,1
610,2
611,1
612,2
613,1
614,2
615,1
616,4
617,1
618,1
619,1
620,2
621,1
622,6
623,2
624,2
625,1
626,2
627,1
628,2
629,2
630,1
631,1
632,2
633,1
634,2
635,1
636,4
637,1
638,0
639,1
640,4
641,1
642,0
643,2
644,1
645,1
646,4
647,1
648,1
649,2
650,0
651,2
652,6
653,2
654,2
655,4
656,5
657,0
658,2
659,1
660,1
661,4
662,6
663,4
664,4
665,6
666,4
667,6
668,0
669,1
670,0
671,5
672,2
673,5
674,0
675,2
676,0
677,1
678,0
679,1
680,6
681,2
682,4
683,5
684,4
685,6
686,2
687,6
688,4
689,1
690,0
691,6
692,2
693,6
694,2
695,1
696,2
697,2
698,0
699,2
700,0
701,2
702,0
703,5
704,4
705,1
706,0
707,2
708,2
709,4
710,6
711,6
712,6
713,4
714,6
715,4
716,1
717,5
718,4
719,4
720,1
721,6
722,1
723,0
724,2
725,0
726,1
727,4
728,2
729,4
730,0
731,6
732,2
733,4
734,1
735,2
736,2
737,4
738,6
739,2
740,0
741,4
742,2
743,0
744,2
745,4
746,1
747,4
748,1
749,4
750,2
751,2
752,1
753,2
754,1
755,2
756,2
757,0
758,1
759,4
760,6
761,4
762,1
763,2
764,1
765,4
766,6
767,0
768,1
769,6
770,1
771,4
772,1
773,4
774,1
775,0
776,1
777,0
778,4
779,2
780,6
781,4
782,1
783,0
784,1
785,4
786,2
787,2
788,1
789,0
790,2
791,0
792,0
793,0
794,1
795,0
796,4
797,0
798,2
799,0
800,6
801,0
802,1
803,1
804,0
805,1
806,5
807,6
808,4
809,1
810,0
811,6
812,1
813,2
814,4
815,0
816,1
817,2
818,6
819,0
820,1
821,6
822,6
823,2
824,1
825,2
826,1
827,0
828,1
829,0
830,1
831,0
832,2
833,0
834,6
835,0
836,1
837,4
838,1
839,0
840,1
841,0
842,1
843,4
844,6
845,0
846,6
847,4
848,1
849,1
850,1
851,4
852,1
853,6
854,1
855,0
856,1
857,4
858,1
859,0
860,6
861,0
862,6
863,2
864,2
865,4
866,4
867,2
868,0
869,2
870,4
871,4
872,4
873,4
874,4
875,4
876,4
877,4
878,4
879,5
880,2
881,2
882,4
883,2
884,2
885,4
886,2
887,4
888,2
889,4
890,2
891,4
892,2
893,4
894,2
895,4
896,2
897,4
898,6
899,4
900,4
901,0
902,2
903,4
904,2
905,6
906,2
907,0
908,1
909,4
910,2
911,2
912,0
913,0
914,4
915,2
916,0
917,2
918,6
919,0
920,2
921,2
922,4
923,0
924,4
925,0
926,2
927,0
928,2
929,6
930,2
931,0
932,2
933,0
934,1
935,0
936,4
937,0
938,4
939,6
940,1
941,4
942,1
943,2
944,1
945,2
946,1
947,0
948,1
949,4
950,1
951,0
952,1
953,4
954,1
955,4
956,2
957,4
958,1
959,1
960,1
961,6
962,2
963,0
964,2
965,5
966,4
967,0
968,4
969,4
970,1
971,2
972,1
973,6
974,1
975,4
976,1
977,2
978,1
979,6
980,1
981,0
982,1
983,4
984,1
985,0
986,1
987,4
988,1
989,6
990,1
991,0
992,1
993,4
994,1
995,0
996,1
997,2
998,6
999,4
1000,1
1001,4
1002,0
1003,0
1004,2
1005,0
1006,2
1007,1
1008,0
1009,4
1010,1
1011,0
1012,2
1013,0
1014,2
1015,1
1016,2
1017,0
1018,2
1019,4
1020,1
1021,4
1022,1
1023,0
1024,1
1025,0
1026,4
1027,2
1028,1
1029,6
1030,1
1031,0
1032,1
1033,0
1034,0
1035,0
1036,1
1037,0
1038,1
1039,0
1040,1
1041,6
1042,1
1043,6
1044,6
1045,6
1046,1
1047,6
1048,2
1049,6
1050,2
1051,6
1052,5
1053,2
1054,2
1055,6
1056,2
1057,6
1058,6
1059,6
1060,1
1061,5
1062,1
1063,6
1064,1
1065,2
1066,1
1067,6
1068,6
1069,6
1070,6
1071,6
1072,2
1073,1
1074,1
1075,2
1076,2
1077,6
1078,6
1079,6
1080,1
1081,5
1082,2
1083,6
1084,0
1085,6
1086,6
1087,6
1088,1
1089,6
1090,2
1091,2
1092,6
1093,2
1094,2
1095,2
1096,2
1097,2
1098,6
1099,2
1100,4
1101,2
1102,6
1103,2
1104,6
1105,2
1106,6
1107,2
1108,2
1109,2
1110,0
1111,2
1112,6
1113,2
1114,6
1115,1
1116,6
1117,2
1118,6
1119,0
1120,5
1121,1
1122,4
1123,2
1124,6
1125,0
1126,2
1127,6
1128,2
1129,6
1130,4
1131,4
1132,2
1133,6
1134,2
1135,2
1136,6
1137,4
1138,6
1139,6
1140,1
1141,0
1142,0
1143,5
1144,2
1145,1
1146,6
1147,6
1148,6
1149,1
1150,0
1151,5
1152,4
1153,6
1154,0
1155,1
1156,0
1157,4
1158,4
1159,4
1160,6
1161,1
1162,4
1163,2
1164,6
1165,2
1166,6
1167,1
1168,4
1169,1
1170,0
1171,6
1172,6
1173,0
1174,6
1175,0
1176,6
1177,0
1178,6
1179,2
1180,6
1181,2
1182,2
1183,2
1184,0
1185,6
1186,6
1187,1
1188,0
1189,5
1190,4
1191,1
1192,6
1193,4
1194,6
1195,2
1196,2
1197,4
1198,6
1199,2
1200,6
1201,6
1202,4
